pedido_id,cliente_id,data_pedido,forma_pagamento,pix_qr_code,status,canal,origem,transportadora,codigo_rastreio,prazo_entrega_dias,valor_total
c74e066c-ca96-4f96-82df-244eb6181dd9,bfef7b92-fa5e-418c-ac7c-77571947fbd8,2025-11-11 02:43:51,Cartão de Crédito,,Entregue,Aplicativo,Google Ads,Jadlog,BR5973681109,3.0,779.7
c5e983b6-07c6-4407-bc7d-4e9fb54b2267,9b28a7a6-2c04-4576-bc76-c5e19cd58971,2024-05-23 12:10:40,PIX,5a4b3cd0-2a34-4944-a235-d8c6db04fc35,Entregue,Site,Google Ads,Loggi,BR8671423352,8.0,1479.5
14bc98aa-5d4d-4f0d-a35f-5692ce5a8a32,1207c9d5-7e74-48e3-b2bf-991ac5d85f3a,2025-01-29 17:17:15,Cartão de Débito,,Entregue,Aplicativo,Google Ads,Jadlog,BR8877685047,6.0,1099.5
3b0739e2-6032-4ab8-883c-0b930c33367c,c9fd233c-d1c6-45f0-8a2e-d8fdc4b3b508,2026-03-13 04:29:11,Cartão de Crédito,,Entregue,Aplicativo,Instagram,Correios,BR4562958402,5.0,639.7
1074ec4e-8955-43ce-b038-c1d951351b1d,5eb0bd7d-cd96-49c4-8e9c-53b1d89c891f,2024-11-17 19:45:25,Cartão de Crédito,,Entregue,Site,Orgânico,Correios,BR7948430841,5.0,599.6
24057f62-a7f6-4b1d-bfc9-fea0a5ec089a,811dac1f-54f1-4f2d-820f-78fb8f6b5873,2023-01-18 20:50:30,PIX,c45b3787-9cdc-4cf9-8925-3e08755b2934,Entregue,Site,Google Ads,Correios,BR3394564341,4.0,1139.7
cc009e58-6a50-487c-a557-aff064b60065,20a938ad-2b15-45f3-96f5-4e180ac70567,2023-11-02 18:38:10,Cartão de Crédito,,Entregue,Site,Orgânico,Total Express,BR1203334981,2.0,199.9
3a7f1c5b-ddf8-4166-a7f6-f614da84cfb1,471b35f2-5dcf-41a4-8b19-fb7ab59b4321,2026-02-22 15:08:42,Cartão de Crédito,,Entregue,Site,Instagram,Correios,BR0162339690,4.0,559.7
c908693f-758a-4a4e-a800-7dfd00b3171a,c765dd7e-4b4b-4cad-ad6e-bf9ae5ef0f10,2024-05-09 11:46:16,Cartão de Crédito,,Entregue,Site,Orgânico,Total Express,BR6928583459,4.0,1159.6
0612a817-3e47-4771-9a49-a20d5b9fda08,dffde7c0-6f21-4b34-89d1-d897f3f94e8e,2026-03-12 12:49:50,Cartão de Crédito,,Cancelado,Site,Instagram,,,,1279.6
c8829667-f100-4c51-8f3c-226ee4928ba7,9d536358-4097-475b-ba77-b4c8c9252505,2023-04-10 00:42:54,Cartão de Débito,,Entregue,Aplicativo,Orgânico,Total Express,BR7645488388,3.0,599.7
509b57a0-3531-466e-9ecf-9f21b15c761b,2ecd45be-1047-4daf-8a6a-1640c0914ab1,2024-06-20 07:15:44,PIX,3161b8cc-c81d-4901-9d75-4fbd025efba2,Entregue,Site,Google Ads,Correios,BR0421310286,9.0,839.8
0d50d505-15d1-45bb-8190-dbd05f12628a,cd88d7ed-b57d-4338-bc9d-7f714b77c4c1,2023-06-16 09:49:34,Cartão de Crédito,,Entregue,Site,Google Ads,Loggi,BR2089539956,5.0,379.7
7ccaa010-b625-4731-ac7b-8374e455de5c,62a4885b-5ff6-4a3d-bb1c-960782099984,2025-02-11 06:35:14,PIX,2259795c-2781-4b82-b11e-6b356dec950a,Entregue,Aplicativo,Google Ads,Total Express,BR6162869813,6.0,869.6
983b8f51-0500-4907-af52-c29c181e6943,a98b0e6a-50fb-4146-861f-54cc7514297e,2023-02-06 05:28:19,PIX,41fefbf5-f9c4-4b1c-98b9-97540f872419,Entregue,Site,Orgânico,Loggi,BR9544780703,7.0,419.9
450f2611-0bc9-4977-9e4a-8561d0df8e51,c5a7dc49-8162-4361-90ab-906d4984757e,2024-12-20 01:41:24,Cartão de Débito,,Entregue,Marketplace,Instagram,Jadlog,BR3339528932,4.0,229.8
13ef38e7-acca-471a-b852-1e2b769efef3,0558e71e-2ee9-48d8-a8b8-cec297626d46,2025-09-20 18:40:59,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Loggi,BR9983763766,10.0,1099.6
b76fdfb0-e8de-4e2d-b1c9-515cdd04d771,75b1643d-e34f-4ed4-ad44-6481b2ecb182,2024-04-02 09:26:12,PIX,9267feae-851a-48cb-91c9-d1e57294f908,Entregue,Site,Orgânico,Jadlog,BR6466242896,2.0,449.7
05ba6bb1-1eac-41f2-a4ed-ceb0fce0def3,393007ed-8b72-4ceb-84f8-4982f09116cf,2023-10-22 11:40:36,PIX,21b5585b-dbc1-4678-bd2b-7d5a541e2093,Entregue,Aplicativo,Google Ads,Correios,BR8257710122,8.0,729.6
2f2371b0-638e-4000-879f-3abe225c43fc,138dc354-98a1-4f14-911c-054e1663642c,2024-07-31 23:11:03,PIX,bc74100b-078e-4929-8031-334737acf8a9,Entregue,Site,Orgânico,Jadlog,BR7851557658,5.0,779.8
ace1d0a4-adaf-482c-8fe7-51dd41a7afe2,0dcec9ad-0566-49ca-aaf5-7dcef21a507a,2023-12-12 01:01:49,PIX,5003c19b-30e0-44d9-9cb4-acae4d25e6bc,Entregue,Site,Facebook,Total Express,BR6504335761,2.0,179.9
80b03085-a115-4c01-9388-20e04259684b,1e54afc2-96fa-4d10-8eec-1264a8a1d17b,2025-08-29 13:47:01,PIX,9dfcb7b5-b6d6-4be8-a3e8-f7a27a7d824d,Entregue,Site,Google Ads,Jadlog,BR9435619623,3.0,419.9
7d334b9e-c180-4f4f-927b-4fe3b3759679,11c45260-72b9-4466-ba1a-94fb6a90ed0f,2026-04-11 20:51:16,PIX,ad083790-a3ca-4f94-9d01-a9d7841c2786,Entregue,Aplicativo,Instagram,Total Express,BR1969009928,8.0,739.4
bb7ab5fc-a036-4132-84cd-7d2f7fa057aa,8ec3d80f-b8b6-4756-b60d-6995207158fe,2023-05-06 06:01:25,Cartão de Débito,,Entregue,Aplicativo,Orgânico,Correios,BR9920277611,2.0,829.7
cb5f22c8-624e-4720-9765-9035c0984064,0b2f4c3d-2870-4bb6-8856-af4e9cb86365,2023-08-17 08:50:43,Cartão de Débito,,Entregue,Marketplace,Google Ads,Loggi,BR1097054560,10.0,219.9
99e7b063-f7de-4cc2-9a5f-accdfc7cf64e,db74bc16-ff58-439c-8ebe-7ec270ba259a,2025-06-21 00:22:22,Cartão de Crédito,,Entregue,Site,Instagram,Total Express,BR8205563088,8.0,179.9
284a04da-99e2-4dad-a37b-b56b797bc240,f7b35242-f07f-417c-a67a-d96093e864a0,2023-07-12 02:32:50,Cartão de Débito,,Entregue,Site,Facebook,Correios,BR9751405915,10.0,779.8
454c7c22-10c0-44c8-b2de-32552ee73312,9ff54405-f262-4d58-94ce-6342bac714ef,2025-10-01 05:45:33,PIX,aa1bb81d-6198-4b3e-8a52-96c523016ead,Entregue,Site,Facebook,Loggi,BR0182039572,5.0,109.9
304deafc-9694-4d0b-8078-f757dd7807a9,df66485b-63db-4c3f-8257-6b040fdb29f8,2023-07-24 04:10:59,Cartão de Crédito,,Entregue,Site,Facebook,Jadlog,BR5069218170,8.0,329.9
d0e33daa-a0c0-4abc-89c9-230dcc1ff9ec,8815226d-8da4-47b8-88af-563a91ce0d9c,2023-08-24 08:43:03,Cartão de Crédito,,Entregue,Marketplace,E-mail Marketing,Loggi,BR1185541468,9.0,1139.5
b3522519-89b8-42d2-8e93-1da5f79b8089,b6b3b338-fadd-47e1-8ac3-fa86804087b1,2024-12-19 17:37:21,PIX,2afa00fb-b89d-4645-9c5a-da57c7e05d3f,Entregue,Aplicativo,Orgânico,Loggi,BR1913990986,9.0,389.9
4f4796b6-5b18-4970-af01-9261fe574893,02b20470-f62f-41b2-9197-a8a66cf1e41c,2023-11-07 03:24:48,PIX,c90c0916-17e7-4aea-aa3b-7bb56103d109,Entregue,Site,Facebook,Correios,BR9471901486,9.0,319.8
a8d446eb-27c2-4d2d-9abf-34d6b09b94ba,7431fc2d-5bd3-47a9-b9ed-781306dba499,2023-06-11 00:27:46,PIX,090c02cf-9a54-4f0c-8869-441b663c5fe6,Entregue,Site,Orgânico,Jadlog,BR3894376147,8.0,189.8
1c4fac1c-9e99-4c2b-be6a-5a942205e3a8,8e4e7657-78fb-4394-bef3-35d02f8a1482,2025-09-11 06:07:24,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Total Express,BR2933714841,6.0,1299.4
290d8a66-d8f7-454b-9b19-c57e7d00f329,d1ef2cf5-8b2f-4116-bf6e-8e592e33b603,2022-12-03 09:16:15,Cartão de Crédito,,Entregue,Site,Google Ads,Correios,BR6774663297,9.0,869.7
5b428c8d-5801-434b-90ab-5a4099a8f54e,c003a17c-f279-4786-a354-9cacd1c76c9c,2024-02-04 08:59:14,PIX,629c4480-2ebb-4373-b840-197455c401c7,Entregue,Site,Facebook,Loggi,BR2412631435,2.0,1079.6
0fd921e7-3234-4178-8ec5-aca5fbdb3977,f88b5a1c-a652-4cc2-958c-331d31f39789,2023-11-11 19:16:25,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Total Express,BR0998364397,9.0,639.6
cccc61a6-a2c9-4be7-9a3e-dade7025cccb,0ed11080-c375-4456-b97f-5e3fdc2dad64,2025-09-08 12:02:15,PIX,d33247ab-e964-4493-a04c-b593acd34fcf,Entregue,Aplicativo,Orgânico,Loggi,BR2471349877,6.0,439.8
32dfbfcc-fd2d-49b8-b507-29ad19d831ef,70babf20-3911-44bd-a554-bae0e4aeb875,2023-12-22 10:24:19,Cartão de Débito,,Entregue,Aplicativo,Google Ads,Total Express,BR9921343368,8.0,659.8
6a42fb49-df68-487a-abf5-7f814b0f4095,f00b5e18-fc08-41a3-837a-0b942ee77f7a,2022-07-30 21:06:17,Cartão de Crédito,,Entregue,Site,Instagram,Jadlog,BR8559452831,3.0,1279.5
0b141bd5-73b7-40de-8318-0bac6cf4d8ec,153bc2ec-7252-4f4d-bddb-784781a05c17,2023-07-03 22:22:32,Cartão de Crédito,,Entregue,Marketplace,Google Ads,Correios,BR7433851756,10.0,599.7
4b53b3cc-35d1-48d2-8aff-5e697043ec9f,ab75f71d-653a-4a21-ad43-2c48ef7090bf,2025-04-09 23:05:14,PIX,d0d8da44-17dd-4d85-a7f1-5375c373bce1,Entregue,Aplicativo,Google Ads,Total Express,BR7665236756,9.0,619.6
8d6d2e89-98bf-48b3-a6ec-31ecd5120368,0e97a0be-e947-4395-80ed-f1fb3972e1f0,2026-04-25 03:12:31,Cartão de Débito,,Entregue,Site,Orgânico,Total Express,BR7907811708,6.0,109.9
d6bdba0a-6990-4dbc-9563-01846c0e55bb,8ff71c26-1c16-48b3-8091-791855430313,2025-05-04 16:55:38,PIX,2d0381f4-1996-4967-9f62-ee93814e5c6c,Entregue,Site,Orgânico,Correios,BR2680613401,7.0,1819.5
95d30842-cd82-404b-a936-f7f11dd61b06,a23c2340-c974-4eab-88df-aa1120aeafe3,2025-12-25 07:59:19,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Correios,BR4112924257,9.0,519.7
eafde2c5-1392-4894-9594-096ba7c53534,ed74e447-5a63-41ce-b5b9-01548df059f5,2023-02-11 13:36:09,PIX,187b6347-3c77-4b90-8f21-75cabfd3628c,Entregue,Site,Facebook,Jadlog,BR5293525659,9.0,429.7
e8c5b590-5c3a-444b-a109-a217fa3dde72,a98b0e6a-50fb-4146-861f-54cc7514297e,2024-10-14 23:26:50,Cartão de Crédito,,Entregue,Site,Google Ads,Total Express,BR8052084937,5.0,319.8
29428aa3-0e75-4b0c-921a-cb46fdbff8bc,3e456f53-f83c-4f8a-8749-4b20915c8f70,2024-01-02 06:39:20,PIX,05e97166-4d87-4dcc-85f3-1c508cb33a96,Entregue,Aplicativo,Orgânico,Total Express,BR2164335077,5.0,1039.6
58c8272a-aa64-4ea3-80ef-f5f2263fcac9,dd6b272b-7886-4b8a-9709-221f43a1e7ea,2024-10-09 23:09:23,PIX,2dcce50b-9aaf-4e11-bd09-1b5f01158da0,Entregue,Marketplace,Facebook,Jadlog,BR4793628791,5.0,759.5
5ecb5a4f-522d-4548-968a-cbe15399d2ef,d08dbeaf-e024-491d-9857-f5daf4c8f70b,2023-06-22 16:50:34,PIX,00a3bf16-9005-4744-a414-d1efcffaddd7,Entregue,Aplicativo,Orgânico,Correios,BR0669418792,6.0,549.7
038f881a-0eee-47ce-9abb-157d1031deeb,3bd23f90-ae8b-4874-baf6-deb207f423d1,2023-08-16 10:39:20,PIX,efbcacf3-dc25-45ed-8b7f-804c2ff6fd74,Entregue,Site,E-mail Marketing,Loggi,BR1343570451,3.0,659.8
7ad06375-2a29-4ffd-9df9-48e4222df3ee,2b025764-b0a9-40ce-8d5d-078fbaaad88e,2026-02-05 00:42:33,Cartão de Crédito,,Entregue,Marketplace,Google Ads,Correios,BR4949931945,2.0,899.6
af0cabaf-1a62-4af4-8eae-711f26beb2b4,d1ef2cf5-8b2f-4116-bf6e-8e592e33b603,2022-07-28 05:37:49,Cartão de Crédito,,Entregue,Aplicativo,Instagram,Total Express,BR6346539724,9.0,839.6
2eb6dfb9-56a3-46da-b72f-4438ffe48bb8,308b5609-03bc-49f4-b33a-5abf6ed8c6f4,2022-12-27 18:53:27,Cartão de Crédito,,Entregue,Site,Facebook,Jadlog,BR3892715874,5.0,319.8
98e37ebe-310a-461e-804c-de3a905b3ad0,1d754b34-5ca0-4ec3-93d3-670fcdde549a,2025-05-17 09:10:14,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Loggi,BR4333276721,4.0,759.6
67f035dd-3c0a-485b-b567-34712b97de37,76261042-1d88-457d-92a4-70439960db31,2022-11-14 02:03:29,Cartão de Crédito,,Cancelado,Aplicativo,Facebook,,,,599.5
b24ac29d-25ea-4d00-b696-a8fbfc95775d,9767e7a0-64b2-4f97-acc6-9b77b4e20ed0,2024-12-10 16:55:38,Cartão de Débito,,Cancelado,Site,E-mail Marketing,,,,1089.5
f346997b-a5d2-4f71-9d2c-edcab0eca1b4,3bd23f90-ae8b-4874-baf6-deb207f423d1,2026-02-26 19:27:00,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Loggi,BR0908861990,10.0,939.6
f6bf48ba-cc35-49f5-a608-dc42cc0f249a,0159bae1-6134-4e16-80f2-867096d95210,2023-02-22 11:12:48,PIX,562bd814-feb6-488c-b28a-93c319cb5a9f,Entregue,Site,Orgânico,Total Express,BR9544634776,9.0,1039.7
d95c7b77-8db9-4f50-a49a-35ecf9db1f15,72fc7ac0-3003-4cbb-9085-c6fd6f4d60f9,2025-09-17 17:53:51,Cartão de Débito,,Entregue,Aplicativo,Google Ads,Jadlog,BR9563012966,9.0,399.8
b4e60138-7a7f-4a21-a8c4-ed36a810bdc5,b6f92a99-9a58-45c3-903a-50d1b18d566e,2022-10-26 13:23:59,Cartão de Crédito,,Entregue,Site,E-mail Marketing,Total Express,BR4315811070,6.0,219.9
574cb4c7-baf4-488e-9c19-b3b5d6946fc2,d4b6a5d3-7eb7-4dce-8ddb-0f5d7b612c5e,2024-07-26 07:34:56,Cartão de Débito,,Entregue,Aplicativo,Instagram,Correios,BR5791250843,6.0,839.6
1f35f63c-6375-43ce-b2c5-74ab92066245,2cb623c9-39ed-47c9-a43e-0fc07288254c,2024-07-02 03:51:01,PIX,77716e92-dae3-4ea1-8c2e-26d64b810caa,Entregue,Marketplace,Facebook,Jadlog,BR9935327623,8.0,269.8
89a1ffca-e921-405b-a6ff-36ffac13433d,7cb56e25-b9d5-4f6c-81ad-61c890ab32b6,2024-04-07 18:52:05,Cartão de Débito,,Entregue,Marketplace,Orgânico,Jadlog,BR3217420802,10.0,899.7
bf8be4c4-356d-4d11-9f65-0851485e6428,a7923242-f219-4f3d-90e8-5c4e8d55c214,2024-06-14 12:21:05,Cartão de Crédito,,Entregue,Aplicativo,Facebook,Total Express,BR0185309350,2.0,1179.6
698e53e1-7cfe-4f4e-8b61-acc41635b934,3545982e-8c36-418c-9dfb-b9dfefb58a31,2023-08-12 14:48:42,Cartão de Crédito,,Entregue,Aplicativo,Facebook,Loggi,BR7556031359,10.0,779.8
cc856730-b529-49ad-be70-7eaea46ac23a,a03e361c-ce5b-4ea0-abec-fe0bae874116,2026-05-22 20:53:13,PIX,394394eb-7c20-4185-aeb9-9b9146ac0bb8,Entregue,Site,Google Ads,Loggi,BR2356847289,9.0,1219.6
f07d1883-5852-49ba-9924-a38704123e0a,5ab976b8-dd62-48d0-9957-589e9f838a5a,2022-11-28 18:52:46,PIX,6072a591-234d-4045-a348-023430e753b1,Entregue,Site,Orgânico,Loggi,BR9428061724,4.0,699.6
a19018ef-72b2-4583-a44d-b96c88eac5ca,db74bc16-ff58-439c-8ebe-7ec270ba259a,2023-09-18 11:37:04,PIX,c9f7f9f5-7a91-4381-a2ca-39d951f2593b,Entregue,Site,Facebook,Jadlog,BR8932984693,6.0,109.9
6e1f8789-0d6b-44ac-b50d-00b557071773,0e97a0be-e947-4395-80ed-f1fb3972e1f0,2025-07-19 19:14:23,PIX,b211feba-bc66-4ed6-b2bc-364f5aee6e15,Entregue,Aplicativo,E-mail Marketing,Jadlog,BR1202876050,5.0,329.9
6aa1c307-0bd3-43bb-a1f2-8397beea7668,c35f0153-41d2-40c9-8630-2efa828cba5a,2022-10-11 17:42:39,PIX,42ac6cb4-9b18-48fd-b065-e4c578ca43fa,Entregue,Aplicativo,Orgânico,Loggi,BR8759171572,2.0,239.9
f87ecde2-f640-41b5-ba33-cb2f583ba6c3,6006576b-90a2-40c2-8b37-74b4d5045c7f,2025-11-29 16:58:32,Cartão de Crédito,,Entregue,Site,Facebook,Loggi,BR7133209850,3.0,259.8
bea98530-a5da-4103-8eca-2825d723555d,70a7bab1-afc4-4430-a6d1-992fdd1224a5,2024-12-01 12:57:53,PIX,f635880d-9275-4d83-bc1a-b63ba4b0f4b4,Entregue,Site,Orgânico,Jadlog,BR1658548466,5.0,1299.5
6eab6060-a422-4e94-bb9c-ad020ad75dbb,1e97ec6c-5e4d-417c-a735-8be4d5cfe531,2024-03-16 02:18:47,Cartão de Crédito,,Entregue,Site,Facebook,Jadlog,BR6522493300,9.0,339.8
ddde97ae-3f6d-43f1-a354-984d54570b1a,a52b3058-71c0-494b-85e4-f02984a2f1bc,2024-12-07 19:46:43,Cartão de Crédito,,Cancelado,Site,Facebook,,,,1819.5
2651804c-e556-4cab-9e22-1e6c304efe10,4ba296ea-a6a5-4bc0-bf0a-da0b3f8d6ab2,2024-03-13 00:50:54,Cartão de Débito,,Entregue,Aplicativo,Google Ads,Loggi,BR4500683920,2.0,1639.5
b36170d1-6634-4aa8-9995-cbda3bafc6cf,393110ef-e981-43ee-89f8-24be284cbaff,2025-11-19 12:15:15,Cartão de Débito,,Entregue,Site,Instagram,Loggi,BR6747391947,9.0,1299.4
457d5a11-8baf-4d3b-984e-687983dcc96a,09e26fc2-b77f-4832-ad8d-492bb1cf7402,2023-06-15 17:21:24,Cartão de Débito,,Entregue,Site,Facebook,Total Express,BR1706627257,10.0,159.8
139c2732-f712-409d-81dd-8dcb9d08cbc7,1b213a15-0996-4fa2-828b-0d43c4a08521,2023-10-29 10:23:54,Cartão de Débito,,Entregue,Aplicativo,Facebook,Loggi,BR8394253289,2.0,1279.6
fc8437b8-2402-4604-ace0-c26f013f7a43,86c400b5-8725-42cd-9d53-4d67f33cbcb8,2023-01-10 16:41:35,Cartão de Crédito,,Entregue,Marketplace,Google Ads,Jadlog,BR2515024420,9.0,479.8
316ec4eb-df01-4f65-ac1b-e79042b0bca8,51bc0d99-9d9c-44bb-850a-3d97b59ffb47,2026-01-17 20:33:56,Cartão de Crédito,,Entregue,Marketplace,Facebook,Jadlog,BR2676654911,3.0,329.9
124f6d6a-bc5d-487f-ba38-db88adffab73,7d1ec55d-61dd-43f0-b902-160f58de53c2,2024-03-25 12:36:46,PIX,65e1fd6b-ac68-49a0-9d38-e7dc54c9c654,Entregue,Marketplace,Google Ads,Loggi,BR4266494427,6.0,429.7
62d3745b-6990-4d53-8888-a0926d5c43a7,607546ac-ddec-4b63-801f-c63099e818a3,2024-04-20 11:18:47,Cartão de Débito,,Entregue,Site,Orgânico,Total Express,BR5435700146,5.0,1059.6
4c00c26d-889e-412e-b936-98aba8c294ad,a08f6899-8cdc-48a8-8aff-22959fd22ed8,2026-07-01 05:21:07,PIX,c4c98ae1-48ab-4bf7-8b88-b0dfceb77dbe,Entregue,Aplicativo,Orgânico,Jadlog,BR6398672041,2.0,869.5
7b9000ee-78c8-422d-ab6e-848c465d251d,52fd7236-1f51-44cd-bba0-48c9fee76811,2025-01-18 00:56:27,Cartão de Crédito,,Cancelado,Site,Instagram,,,,559.5
280cb9c6-9405-4244-8016-199b7b95b2eb,d7589d9c-ec57-406f-aef2-01e6a8a5aefd,2023-11-03 00:33:27,PIX,98a5a61e-094b-482a-a6b1-01c0d96c8b73,Entregue,Aplicativo,Orgânico,Jadlog,BR4309935293,7.0,259.9
f6c6ea31-c9b8-4b13-b94e-921d0096a36b,0e54eba8-0716-4721-b619-d5f5746cf9be,2023-03-08 00:11:47,PIX,5f904904-46dd-43bd-93eb-417c2d5ccb2a,Cancelado,Site,Orgânico,,,,849.7
9e37b845-6ab9-4ecb-9236-30bc7f4d3ca0,522ee50c-edf1-4d09-b96e-8d2bc8a2be26,2023-05-14 22:07:58,Cartão de Crédito,,Entregue,Site,E-mail Marketing,Jadlog,BR8152934216,3.0,719.6
3491fb24-37f6-465b-894c-97ffb82e94ea,e601b79f-9c4c-4ed7-9025-c2adef931910,2025-01-27 00:16:40,Cartão de Crédito,,Entregue,Site,Orgânico,Loggi,BR5947163842,10.0,959.6
77564516-94ad-47e5-9ed2-549f300cb2e2,0474d36a-7010-4ba5-b925-bbdfe3bf98e3,2025-09-22 16:05:03,Cartão de Crédito,,Entregue,Site,Google Ads,Loggi,BR6186016728,3.0,1079.6
a73a755a-56bc-48d1-baf5-fc05135ec59a,2bb2a08f-0170-48ee-8305-1a6c730135d7,2025-07-15 14:58:24,PIX,8aa1877a-6652-4e47-b202-f957662105a3,Entregue,Aplicativo,Instagram,Total Express,BR4580428555,7.0,799.6
b821e53d-7303-45b9-b211-e5e0036a3f31,14146f1b-96c3-4d6e-ac37-6d2bd2a86f39,2026-03-22 14:49:39,Cartão de Crédito,,Entregue,Site,Orgânico,Total Express,BR2194545237,8.0,829.7
fe9403b9-f7ff-4e83-91b1-ebb863165a6b,85476225-e10c-45d4-8a3e-0d1904d0d15a,2023-02-27 03:40:35,Cartão de Crédito,,Entregue,Site,Facebook,Correios,BR6184156976,9.0,359.8
93c414cd-9d77-488a-88de-ce329df00116,c300195a-7730-43ea-8904-a315240032e4,2024-07-17 16:39:58,PIX,5d988ded-67f0-4471-8587-cae611bb7c00,Entregue,Site,Instagram,Jadlog,BR7739828660,5.0,439.6
83e24a49-7ab2-484e-8ed9-16e214cd9300,ae5ec518-3956-4b90-9fc9-ed2b232ce7c4,2024-01-18 08:33:21,Cartão de Crédito,,Entregue,Aplicativo,Google Ads,Total Express,BR1508052544,6.0,299.9
c31f0536-b54a-4476-8838-463361150253,b31fbd06-daa5-4057-bc1d-df394f654c36,2023-12-16 19:10:37,PIX,3c9d1ec7-f6a6-49cc-be31-85bdfaadc87d,Entregue,Site,Orgânico,Jadlog,BR8642477740,3.0,659.6
71af76c4-cc43-4b44-8a41-3e6a66f32fbc,8506e115-1e29-4994-9bc9-007e7e6b12d3,2023-05-30 04:24:45,PIX,f9aa54b4-3ff7-4f43-97aa-748cfe8c6424,Entregue,Marketplace,Orgânico,Correios,BR8698842572,10.0,439.8
637b9bc3-51f2-428b-82c6-10fbfd51fe73,780c77aa-35e6-41a7-852b-fcc41d23e9e6,2024-12-03 06:14:34,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Jadlog,BR5448333678,7.0,419.9
ee94f66e-083a-436e-a21b-eafa997e396e,8aa0dda9-d529-4ed7-87ef-fdfaf44af0d5,2024-11-17 18:09:55,Cartão de Débito,,Entregue,Site,Google Ads,Jadlog,BR3980995985,6.0,159.9
0a1aa8b7-05bd-4bc3-942e-242930659328,4ba296ea-a6a5-4bc0-bf0a-da0b3f8d6ab2,2023-09-05 23:07:06,Cartão de Débito,,Entregue,Site,Orgânico,Loggi,BR5237366661,7.0,259.9
14f209a8-012e-44b5-b012-36fb108f010c,bfef7b92-fa5e-418c-ac7c-77571947fbd8,2023-07-04 04:00:38,PIX,1fce8906-df27-4433-9ec9-77c1a4d90707,Entregue,Site,Orgânico,Loggi,BR5375631324,2.0,679.6
ccb680d7-d988-453a-b55f-f34bbd2eff7e,62848f56-09ca-4297-9c7f-2b4dc7fd8d6b,2024-05-14 23:29:55,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Jadlog,BR3625424890,6.0,519.7
9213e3a4-9ddc-46b2-aafe-8ee62ced2e74,fbd12169-a791-4216-9536-c1bf473d94c9,2024-01-17 16:59:27,PIX,bbcff8af-8ecf-4394-ba6b-ed00c2c5166b,Entregue,Site,Orgânico,Total Express,BR3817234672,6.0,759.7
b1b82b0b-ee66-499b-aca3-267ddeecfa06,fbfaa4d8-8d98-4d95-9275-e81b8f352665,2024-11-27 03:06:47,PIX,72db8ce3-e0ec-4710-a223-f26fc289d873,Entregue,Marketplace,Facebook,Loggi,BR8243279517,8.0,389.9
23919b15-49a9-479c-9b06-fae5c104c2ef,c5a900a8-448e-4cf1-99bb-1f8659755e37,2025-11-07 15:49:24,Cartão de Débito,,Entregue,Site,Orgânico,Loggi,BR8120341613,3.0,1119.4
009b6e78-8d65-4bf2-90ef-ea98995e024a,bf1f569c-8d63-474e-8597-d00ece41ebe7,2024-09-18 08:17:54,PIX,54b288ec-c3da-4f6a-868b-5c667975b440,Entregue,Site,Orgânico,Total Express,BR3390198572,2.0,479.8
d57392a7-9177-4910-8605-dc97248e378d,0e97a0be-e947-4395-80ed-f1fb3972e1f0,2025-10-08 05:13:16,Cartão de Crédito,,Entregue,Site,Orgânico,Loggi,BR8390709499,3.0,439.8
082cddae-2d28-483c-9a4c-ee02b27b821a,afd63938-6bf1-4cfc-a118-56877747d38d,2023-08-05 04:59:45,Cartão de Crédito,,Entregue,Aplicativo,Google Ads,Total Express,BR0438013393,5.0,619.7
767d46d6-cd0e-41e9-a2ac-676ed4ca72e7,247dd6f8-dfd3-4cd9-bd02-e9d0809bde90,2026-04-19 20:57:51,PIX,eaf783eb-4bc7-4bed-bc9f-8fe82f1b5831,Entregue,Aplicativo,Orgânico,Jadlog,BR1144784541,2.0,339.8
24e48fa5-dbc7-4aaa-b237-7cd19a86c710,e74dde74-acc4-49b4-827d-c00fbba365ef,2025-05-31 06:50:34,PIX,e047d75d-a859-4acf-aac1-1ddbf2d08904,Entregue,Aplicativo,E-mail Marketing,Correios,BR2052486220,3.0,159.8
c50abdbd-ddbb-4959-88e1-3077f9d2321f,41a7a87e-90d5-4e11-b99d-f3802a1ddfa3,2025-10-31 08:20:20,Cartão de Crédito,,Entregue,Marketplace,E-mail Marketing,Total Express,BR4530550499,7.0,399.8
21de5e4a-6fd6-4df0-bf30-e59486b9f6c5,247dd6f8-dfd3-4cd9-bd02-e9d0809bde90,2025-02-16 11:20:51,PIX,c45e8752-a3a5-47a9-895b-e3a6312bc0bf,Entregue,Marketplace,Instagram,Correios,BR1343020677,6.0,319.8
e1571caa-4fc5-4ba2-ba73-36859e64726f,078f6801-7ed3-448b-a2c0-43a77e3f62b1,2022-09-07 07:17:33,Cartão de Crédito,,Entregue,Site,Orgânico,Loggi,BR2959070755,7.0,179.9
1d573447-0fca-4285-b32c-9d2877b9a04e,f8ca863d-0404-4b02-a3b0-eb25e0d6c12f,2025-05-06 14:20:24,Cartão de Crédito,,Entregue,Marketplace,Facebook,Total Express,BR4869587746,6.0,389.9
